feature_group,model_family,lag_window,epochs,patience,rmse,mae,directional_accuracy,sharpe,n_features,n_rows,n_test_total,status,note,artifact_path
G2_price_technical,random_forest,10,300,20,0.010722839928247506,0.007637404570098952,0.5246031746031746,0.5817894539977753,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_random_forest_lag10_e300_p20.joblib
G2_price_technical,hist_gbr,10,200,10,0.010661669092980962,0.00760671634210098,0.5333333333333333,0.7065001820816303,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag10_e200_p10.joblib
G2_price_technical,hist_gbr,10,200,20,0.010641157048956832,0.007582306209026344,0.530952380952381,0.7940779281443685,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag10_e200_p20.joblib
G2_price_technical,hist_gbr,10,350,10,0.010661669092980962,0.00760671634210098,0.5333333333333333,0.7065001820816303,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag10_e350_p10.joblib
G2_price_technical,hist_gbr,10,350,20,0.010641157048956832,0.007582306209026344,0.530952380952381,0.7940779281443685,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag10_e350_p20.joblib
G2_price_technical,mlp,10,200,10,0.11874804972294468,0.046204274479564725,0.5071428571428571,-0.28316320022067915,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_mlp_lag10_e200_p10.joblib
G2_price_technical,mlp,10,200,20,0.11810164115419276,0.04509977939131702,0.515079365079365,-0.07872594930599187,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_mlp_lag10_e200_p20.joblib
G2_price_technical,mlp,10,350,10,0.11599189248900212,0.042563831698571475,0.5055555555555555,-0.5196654985736072,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_mlp_lag10_e350_p10.joblib
G2_price_technical,mlp,10,350,20,0.11533003708267417,0.04145933661032377,0.5134920634920634,-0.31505598860315825,187,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_mlp_lag10_e350_p20.joblib
G2_price_technical,elastic_net,30,300,20,0.011379696831616139,0.008171087998693859,0.5111111111111111,0.4583307330563997,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_elastic_net_lag30_e300_p20.joblib
G2_price_technical,ridge,30,300,20,0.016722691815060194,0.010793930861704347,0.5,0.1584328968297066,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_ridge_lag30_e300_p20.joblib
G2_price_technical,random_forest,30,300,20,0.010652593912256187,0.007606286750367078,0.5317460317460317,0.6047284508361748,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_random_forest_lag30_e300_p20.joblib
G2_price_technical,hist_gbr,30,200,10,0.01066316996983561,0.007603293913919972,0.5357142857142857,0.9002115740704766,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag30_e200_p10.joblib
G2_price_technical,hist_gbr,30,200,20,0.010685423880584523,0.007616647877443608,0.5301587301587302,0.8196317083754578,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag30_e200_p20.joblib
G2_price_technical,hist_gbr,30,350,10,0.01066316996983561,0.007603293913919972,0.5357142857142857,0.9002115740704766,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag30_e350_p10.joblib
G2_price_technical,hist_gbr,30,350,20,0.010685423880584523,0.007616647877443608,0.5301587301587302,0.8196317083754578,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag30_e350_p20.joblib
G2_price_technical,mlp,30,200,10,0.21541753060851948,0.09496985185230866,0.5007936507936508,-0.4042039931434035,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_mlp_lag30_e200_p10.joblib
G2_price_technical,mlp,30,200,20,0.21157446613794356,0.08890936763777434,0.4992063492063492,-0.47637723368186924,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_mlp_lag30_e200_p20.joblib
G2_price_technical,mlp,30,350,10,0.15240530105491315,0.08022055340160174,0.48412698412698413,-0.9040884354388815,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_mlp_lag30_e350_p10.joblib
G2_price_technical,mlp,30,350,20,0.13883062838157384,0.059268137367371986,0.4888888888888889,-0.08471230228607224,527,5030,1260,ok,,artifacts/models/target_h1/target_h1_G2_price_technical_mlp_lag30_e350_p20.joblib
G3_plus_breadth,elastic_net,10,300,20,0.011122090747700304,0.007927734631240345,0.5047619047619047,0.4136148232797825,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_elastic_net_lag10_e300_p20.joblib
G3_plus_breadth,ridge,10,300,20,0.013426984549871684,0.009189350735807457,0.4928571428571429,0.05218758215425924,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_ridge_lag10_e300_p20.joblib
G3_plus_breadth,random_forest,10,300,20,0.010711630602574464,0.007650400994505173,0.5214285714285715,0.43455998176213156,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_random_forest_lag10_e300_p20.joblib
G3_plus_breadth,hist_gbr,10,200,10,0.010681280657585121,0.007600788367801836,0.526984126984127,0.29937139053515766,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag10_e200_p10.joblib
