feature_group,model_family,lag_window,epochs,patience,rmse,mae,directional_accuracy,sharpe,n_features,n_rows,n_test_total,status,note,artifact_path
G1_price_only,elastic_net,0,300,20,0.04641551643182337,0.032979043343261384,0.5160178265049745,0.1820824084489582,8,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G1_price_only_elastic_net_lag0_e300_p20.joblib
G1_price_only,ridge,0,300,20,0.046433581015426995,0.032995093346633024,0.5111734365953288,0.08168058684458517,8,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G1_price_only_ridge_lag0_e300_p20.joblib
G1_price_only,random_forest,0,300,20,0.04653176748941985,0.03302917161635751,0.5164640203124419,0.18951925064485026,8,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G1_price_only_random_forest_lag0_e300_p20.joblib
G1_price_only,hist_gbr,0,300,20,0.046567375009659094,0.0330656028134021,0.5140896318369905,0.13302461624212858,8,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G1_price_only_hist_gbr_lag0_e300_p20.joblib
G1_price_only,mlp,0,300,20,0.04656935131059842,0.033073936121570786,0.5160975039705937,0.22359466650129609,8,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G1_price_only_mlp_lag0_e300_p20.joblib
G2_price_technical,elastic_net,0,300,20,0.046406558120079294,0.032971648166643414,0.5173510960963353,0.22360724447209301,17,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G2_price_technical_elastic_net_lag0_e300_p20.joblib
G2_price_technical,ridge,0,300,20,0.04643259662293958,0.033002346554294154,0.5136806208468121,0.20597997965158538,17,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G2_price_technical_ridge_lag0_e300_p20.joblib
G2_price_technical,random_forest,0,300,20,0.04658573545106107,0.033054657946781085,0.5147323633929852,0.12468131805438583,17,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G2_price_technical_random_forest_lag0_e300_p20.joblib
G2_price_technical,hist_gbr,0,300,20,0.046840976574569516,0.033210598318605115,0.5069345954243888,-0.039167466906852265,17,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G2_price_technical_hist_gbr_lag0_e300_p20.joblib
G2_price_technical,mlp,0,300,20,0.04692895149933309,0.03329782397254695,0.5074657785285166,0.0856735473509445,17,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G2_price_technical_mlp_lag0_e300_p20.joblib
G3_plus_panel_breadth,elastic_net,0,300,20,0.046401240789885105,0.0329656902487251,0.5181213115973207,0.2515900887940124,22,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G3_plus_panel_breadth_elastic_net_lag0_e300_p20.joblib
G3_plus_panel_breadth,ridge,0,300,20,0.04642426452787723,0.03299281768952403,0.512400469565864,0.17922696330714796,22,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G3_plus_panel_breadth_ridge_lag0_e300_p20.joblib
G3_plus_panel_breadth,random_forest,0,300,20,0.046768290249580596,0.03317696249725637,0.5142171157819813,-0.007061914945008259,22,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G3_plus_panel_breadth_random_forest_lag0_e300_p20.joblib
G3_plus_panel_breadth,hist_gbr,0,300,20,0.0469857286666977,0.03330540671181107,0.5041511959587589,-0.24177446825362164,22,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G3_plus_panel_breadth_hist_gbr_lag0_e300_p20.joblib
G3_plus_panel_breadth,mlp,0,300,20,0.0469355970811836,0.03337003412097346,0.5118958456169426,0.08839931848520552,22,2461082,188259,ok,,artifacts\models\panel_full_h5_nosent\target_h5\target_h5_G3_plus_panel_breadth_mlp_lag0_e300_p20.joblib
