model_name,feature_group,lag_window,hidden_size,lr,epochs,patience,batch_size,target,status,note,rmse,mae,directional_accuracy,sharpe,n_rows,n_features,seq_len,n_test_total,avg_epochs_trained,artifact_path
PatchTST,G2_price_technical,64,32,0.001,20,10,64,target_h1,ok,,0.010305825620889664,0.007379063870757818,0.4973544973544973,-0.6248450851176842,5282,17,64,378,19.666666666666668,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G2_price_technical_PatchTST_lag64_h32_lr0.001_e20_p10.pt
Informer,G3_plus_breadth,64,32,0.001,20,10,64,target_h1,ok,,0.010469025000929832,0.007558589335530996,0.48412698412698413,-0.40876960614633934,5282,22,64,378,20.0,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G3_plus_breadth_Informer_lag64_h32_lr0.001_e20_p10.pt
Informer,G1_price_only,64,32,0.001,20,10,64,target_h1,ok,,0.010812017135322094,0.007810059003531933,0.48148148148148145,-1.081229239839689,5282,8,64,378,20.0,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G1_price_only_Informer_lag64_h32_lr0.001_e20_p10.pt
Informer,G4_price_plus_sentiment,64,32,0.001,20,10,64,target_h1,ok,,0.010909474454820156,0.007964340038597584,0.49206349206349204,-0.1622362878740071,5282,34,64,378,17.666666666666668,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G4_price_plus_sentiment_Informer_lag64_h32_lr0.001_e20_p10.pt
LSTM,G4_price_plus_sentiment,64,32,0.001,20,10,64,target_h1,ok,,0.010992268100380898,0.007746479474008083,0.4947089947089947,0.10874834450668606,5282,34,64,378,19.0,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G4_price_plus_sentiment_LSTM_lag64_h32_lr0.001_e20_p10.pt
GRU,G4_price_plus_sentiment,64,32,0.001,20,10,64,target_h1,ok,,0.013870377093553543,0.009242508560419083,0.5105820105820106,0.2827305283777579,5282,34,64,378,20.0,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G4_price_plus_sentiment_GRU_lag64_h32_lr0.001_e20_p10.pt
LSTM,G5_sentiment_only,64,32,0.001,20,10,64,target_h1,ok,,0.01580292172729969,0.009787398390471935,0.5105820105820106,0.6764325181793481,5282,12,64,378,17.0,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G5_sentiment_only_LSTM_lag64_h32_lr0.001_e20_p10.pt
PatchTST,G5_sentiment_only,64,32,0.001,20,10,64,target_h1,ok,,0.018224483355879784,0.009564889594912529,0.4894179894179894,-0.5972312850228529,5282,12,64,378,17.0,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G5_sentiment_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt
Informer,G5_sentiment_only,64,32,0.001,20,10,64,target_h1,ok,,0.027245864272117615,0.011457161977887154,0.4973544973544973,-0.17252792444416024,5282,12,64,378,17.333333333333332,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G5_sentiment_only_Informer_lag64_h32_lr0.001_e20_p10.pt
GRU,G5_sentiment_only,64,32,0.001,20,10,64,target_h1,ok,,0.037349097430706024,0.016918186098337173,0.4947089947089947,-0.08902953490484299,5282,12,64,378,14.666666666666666,artifacts\models\deep_preprocessed_sentiment\target_h1\target_h1_G5_sentiment_only_GRU_lag64_h32_lr0.001_e20_p10.pt
