model_name,feature_group,lag_window,hidden_size,lr,epochs,patience,batch_size,target,status,note,rmse,mae,directional_accuracy,sharpe,n_rows,n_features,seq_len,n_test_total,avg_epochs_trained,artifact_path
LSTM,G4_price_plus_sentiment,64,32,0.0005,40,8,64,target_h1,ok,,0.011262881569564342,0.007296630181372166,0.5238095238095238,0.3606235726461909,5286,36,64,252,20.666666666666668,artifacts\models\deep_preprocessed_sentiment_seedhunt_h1\target_h1\target_h1_G4_price_plus_sentiment_LSTM_lag64_h32_lr0.0005_e40_p8.pt
LSTM,G5_sentiment_only,64,32,0.0005,40,8,64,target_h1,ok,,0.02011122927069664,0.010940931737422943,0.5119047619047619,-0.7864792824084912,5286,12,64,252,12.666666666666666,artifacts\models\deep_preprocessed_sentiment_seedhunt_h1\target_h1\target_h1_G5_sentiment_only_LSTM_lag64_h32_lr0.0005_e40_p8.pt
GRU,G4_price_plus_sentiment,64,32,0.0005,40,8,64,target_h1,ok,,0.021709628403186798,0.012773680500686169,0.4722222222222222,-1.3012725210668157,5286,36,64,252,28.0,artifacts\models\deep_preprocessed_sentiment_seedhunt_h1\target_h1\target_h1_G4_price_plus_sentiment_GRU_lag64_h32_lr0.0005_e40_p8.pt
GRU,G5_sentiment_only,64,32,0.0005,40,8,64,target_h1,ok,,0.11338073015213013,0.04835078865289688,0.5,-0.8937461801241762,5286,12,64,252,17.666666666666668,artifacts\models\deep_preprocessed_sentiment_seedhunt_h1\target_h1\target_h1_G5_sentiment_only_GRU_lag64_h32_lr0.0005_e40_p8.pt
