feature_group,best_model_family,lag_window,epochs,patience,rmse,mae,directional_accuracy,sharpe,n_features,n_rows,n_test_total,artifact_path
G1_price_only,random_forest,30,300,20,0.01059469895466432,0.007550328333054347,0.5373015873015873,0.5955417341691773,248,5030,1260,artifacts/models/target_h1/target_h1_G1_price_only_random_forest_lag30_e300_p20.joblib
G2_price_technical,hist_gbr,10,200,20,0.010641157048956832,0.007582306209026344,0.530952380952381,0.7940779281443685,187,5030,1260,artifacts/models/target_h1/target_h1_G2_price_technical_hist_gbr_lag10_e200_p20.joblib
G3_plus_breadth,hist_gbr,10,200,20,0.010668644923649667,0.007609936301936658,0.530952380952381,0.6062134448999337,264,5030,1260,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag10_e200_p20.joblib
