feature_group,model_family,lag_window,epochs,patience,rmse,mae,directional_accuracy,sharpe,n_features,n_rows,n_test_total,status,note,artifact_path
G2_price_technical,random_forest,10,300,20,0.02371137261700588,0.017542566388830685,0.557936507936508,0.7913562518496047,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_random_forest_lag10_e300_p20.joblib
G2_price_technical,hist_gbr,10,200,10,0.023612984200502042,0.017600512673458378,0.5531746031746032,1.2441919761906794,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_hist_gbr_lag10_e200_p10.joblib
G2_price_technical,hist_gbr,10,200,20,0.023957088173863748,0.01782106653347405,0.5587301587301587,1.595717946334447,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_hist_gbr_lag10_e200_p20.joblib
G2_price_technical,hist_gbr,10,350,10,0.023612984200502042,0.017600512673458378,0.5531746031746032,1.2441919761906794,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_hist_gbr_lag10_e350_p10.joblib
G2_price_technical,hist_gbr,10,350,20,0.024177552938455058,0.017987813523439294,0.5571428571428572,1.5929066274273247,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_hist_gbr_lag10_e350_p20.joblib
G2_price_technical,mlp,10,200,10,0.2062371338541425,0.08006929574548734,0.5007936507936508,-0.18113549636906615,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_mlp_lag10_e200_p10.joblib
G2_price_technical,mlp,10,200,20,0.20293869515341115,0.07439049629372994,0.48333333333333334,-0.4847442016172268,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_mlp_lag10_e200_p20.joblib
G2_price_technical,mlp,10,350,10,0.2062371338541425,0.08006929574548734,0.5007936507936508,-0.18113549636906615,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_mlp_lag10_e350_p10.joblib
G2_price_technical,mlp,10,350,20,0.2026750895815305,0.07335740643512799,0.4801587301587302,-0.5320627850780585,187,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_mlp_lag10_e350_p20.joblib
G2_price_technical,elastic_net,30,300,20,0.025676557891333475,0.018962198143083243,0.4865079365079365,-0.34850691123503147,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_elastic_net_lag30_e300_p20.joblib
