"symbol","target","model_name","feature_group","n_splits","test_size","min_train_size","embargo","val_size","source_best_report","source_best_artifact","lag_window","hidden_size","lr","epochs","patience","batch_size","status","note","rmse","mae","directional_accuracy","sharpe","n_rows","n_features","seq_len","n_test_total","avg_epochs_trained","artifact_path"
"CTSH","target_h1","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02003910392522812","0.013718761503696442","0.5079365079365079","0.3820302957128583","5277","22","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\CTSH\CTSH_target_h1_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"TTWO","target_h1","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0203002467751503","0.01408314798027277","0.5476190476190477","2.28741406186864","5277","22","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\TTWO\TTWO_target_h1_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"REGN","target_h1","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.020413029938936234","0.015256501734256744","0.48412698412698413","0.4917013078112488","5277","22","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\REGN\REGN_target_h1_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"META","target_h1","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.020758144557476044","0.015191315673291683","0.5158730158730159","1.3482705423205217","3419","17","64","126","15.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\META\META_target_h1_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"QCOM","target_h1","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.020760251209139824","0.01507615763694048","0.5396825396825397","1.5427171659536074","5277","17","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\QCOM\QCOM_target_h1_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"BKR","target_h1","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02082551270723343","0.015695685520768166","0.5555555555555556","0.9800708166894817","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\BKR\BKR_target_h1_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"ADBE","target_h1","FEDformer","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0209374167025089","0.0155675439164042","0.5317460317460317","2.751929701484785","5277","22","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\ADBE\ADBE_target_h1_FEDformer_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"ALNY","target_h1","FEDformer","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0209374167025089","0.0155675439164042","0.5317460317460317","2.751929701484785","5277","22","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\ALNY\ALNY_target_h1_FEDformer_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"GOOGL","target_h1","FEDformer","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.020937416702508926","0.015567543916404247","0.5317460317460317","2.7519297014847854","5277","22","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\GOOGL\GOOGL_target_h1_FEDformer_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"PAYX","target_h1","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02185714617371559","0.015991488471627235","0.5158730158730159","-0.0011729000835820915","3376","22","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\PAYX\PAYX_target_h1_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"PANW","target_h1","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02185714617371559","0.015991488471627235","0.5158730158730159","-0.0011729000835820915","3376","22","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\PANW\PANW_target_h1_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"TRI","target_h1","TFT","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.021956767886877","0.0161966737359762","0.5238095238095238","1.2360208335426155","5277","17","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\TRI\TRI_target_h1_TFT_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"NVDA","target_h1","TFT","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0223359335213899","0.0176153890788555","0.5476190476190477","2.59134285987774","5277","17","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\NVDA\NVDA_target_h1_TFT_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"NFLX","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02257085219025612","0.015265018679201603","0.47619047619047616","0.4485807123899332","5277","8","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\NFLX\NFLX_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"BKNG","target_h1","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.022600075230002403","0.016529496759176254","0.47619047619047616","-1.3280670588554426","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\BKNG\BKNG_target_h1_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"DXCM","target_h1","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02277013286948204","0.015574080869555473","0.5952380952380952","1.2393598801447352","5207","17","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\DXCM\DXCM_target_h1_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"CDNS","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.022783702239394188","0.016659844666719437","0.47619047619047616","-0.29470732529824584","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\CDNS\CDNS_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"CHTR","target_h1","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.022975970059633255","0.017418289557099342","0.5555555555555556","1.053597389877605","4017","22","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\CHTR\CHTR_target_h1_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"PYPL","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.023369604721665382","0.01822523958981037","0.5079365079365079","1.163063700663377","2634","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\PYPL\PYPL_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"NXPI","target_h1","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.023834986612200737","0.01770596019923687","0.5238095238095238","1.355303191990971","3869","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\NXPI\NXPI_target_h1_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"AEP","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0240408387035131","0.0179703384637832","0.7063492063492064","6.9431291265689765","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\AEP\AEP_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"INTU","target_h1","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.024146918207406998","0.01816854253411293","0.5396825396825397","0.8088965350322066","5277","22","64","126","15.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\INTU\INTU_target_h1_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"ODFL","target_h1","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.024944661185145378","0.018728094175457954","0.5317460317460317","1.8066251338232582","5277","22","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\ODFL\ODFL_target_h1_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"MCHP","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.025028962641954422","0.01916007325053215","0.4523809523809524","-0.047101123538407466","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\MCHP\MCHP_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"WDAY","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02565775066614151","0.01892032101750374","0.5079365079365079","3.5047682533423146","3317","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\WDAY\WDAY_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"WDC","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02565775066614151","0.01892032101750374","0.5079365079365079","3.5047682533423146","3317","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\WDC\WDC_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"COST","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.025906359776854515","0.020955320447683334","0.49206349206349204","1.5923142437519795","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\COST\COST_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"TSLA","target_h1","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.02617962844669819","0.02125883661210537","0.49206349206349204","0.5909723672884669","3896","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\TSLA\TSLA_target_h1_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"AVGO","target_h1","TFT","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0262749847024679","0.020240431651473","0.5714285714285714","2.207536328823261","4121","17","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\AVGO\AVGO_target_h1_TFT_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"EXC","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.027664370834827423","0.020657340064644814","0.6428571428571429","3.6803156038836042","5277","8","64","126","18.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\EXC\EXC_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"CRWD","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.027785517275333405","0.021221719682216644","0.5634920634920635","2.007193465249353","1643","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\CRWD\CRWD_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"CSX","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.027870291844010353","0.022364655509591103","0.6587301587301587","4.841907780135682","5277","8","64","126","19.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CSX\CSX_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"MELI","target_h1","FEDformer","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.027890820056200027","0.020309267565608025","0.5158730158730159","1.892666982710616","4622","22","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\MELI\MELI_target_h1_FEDformer_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"KLAC","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0291109848767519","0.022447768598794937","0.5634920634920635","1.7858586593147552","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\KLAC\KLAC_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"DASH","target_h1","TFT","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0295777507126331","0.0215938631445169","0.4444444444444444","-2.548152194037592","1265","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\DASH\DASH_target_h1_TFT_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"INSM","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.029582342132925987","0.0201119277626276","0.5238095238095238","-0.15315812778140145","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\INSM\INSM_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"AMAT","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0300736036151647","0.0236544776707887","0.5634920634920635","1.5182741916957176","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\AMAT\AMAT_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"MDLZ","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0302490089088678","0.0236681457608938","0.5555555555555556","1.9031180782502417","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MDLZ\MDLZ_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"MPWR","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0302490089088678","0.0236681457608938","0.5555555555555556","1.9031180782502417","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MPWR\MPWR_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"MNST","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0302490089088678","0.0236681457608938","0.5555555555555556","1.9031180782502417","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MNST\MNST_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"HON","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.030292605981230736","0.024174712598323822","0.5396825396825397","2.2706675605312983","5277","17","64","126","19.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\HON\HON_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"LIN","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.030334986746311188","0.02426019124686718","0.5396825396825397","0.403977987106418","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\LIN\LIN_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"MRVL","target_h1","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.031211525201797485","0.02455165982246399","0.46825396825396826","0.3239788668522625","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\MRVL\MRVL_target_h1_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"AAPL","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0315288305282592","0.0256226416677236","0.4523809523809524","-0.0102957135792185","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\AAPL\AAPL_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"WMT","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0315590426325798","0.02464529685676098","0.5793650793650794","4.254107492870811","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\WMT\WMT_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"CTAS","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0316586196422576","0.0239733625203371","0.5317460317460317","-0.4746950206914785","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CTAS\CTAS_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"KHC","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0317614860832691","0.0256563425064086","0.5158730158730159","2.337086486920072","2634","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\KHC\KHC_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"KDP","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.031771399080753326","0.02531258948147297","0.6190476190476191","5.164998444440953","4436","17","64","126","18.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\KDP\KDP_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"PEP","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03203035518527031","0.026622915640473366","0.5714285714285714","4.041566334597597","5277","22","64","126","19.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\PEP\PEP_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"CEG","target_h1","TFT","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0322324745357036","0.0248835477977991","0.4841269841269841","0.0556572008806535","986","17","64","126","15.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\CEG\CEG_target_h1_TFT_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"CMCSA","target_h1","TFT","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0322324745357036","0.0248835477977991","0.4841269841269841","0.0556572008806535","986","17","64","126","15.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\CMCSA\CMCSA_target_h1_TFT_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"PCAR","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.032690051943063736","0.026512036100029945","0.6031746031746031","4.559752624268034","5277","22","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\PCAR\PCAR_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
