"symbol","target","model_name","feature_group","n_splits","test_size","min_train_size","embargo","val_size","source_best_report","source_best_artifact","lag_window","hidden_size","lr","epochs","patience","batch_size","status","note","rmse","mae","directional_accuracy","sharpe","n_rows","n_features","seq_len","n_test_total","avg_epochs_trained","artifact_path"
"AXON","target_h1","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03293674811720848","0.022844363003969193","0.5714285714285714","1.6734064665738657","5277","17","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\AXON\AXON_target_h1_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"FAST","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03303060680627823","0.026065923273563385","0.5396825396825397","3.286555221130253","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\FAST\FAST_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"PLTR","target_h1","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03354955092072487","0.024724386632442474","0.5873015873015873","1.203764301297108","1314","17","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\PLTR\PLTR_target_h1_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"FER","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03361143171787262","0.025555158033967018","0.4603174603174603","0.3534790568151122","3360","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\FER\FER_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"CPRT","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03375067561864853","0.02515440806746483","0.626984126984127","6.637701145599953","5277","8","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CPRT\CPRT_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"ASML","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03401601314544678","0.02504185400903225","0.626984126984127","3.857019362212774","5277","17","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ASML\ASML_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"ADP","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.034016016870737","0.0250418577343225","0.626984126984127","3.857019362212774","5277","17","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ADP\ADP_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"LRCX","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03427310660481453","0.027547569945454597","0.5873015873015873","3.7031779234542026","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\LRCX\LRCX_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"ORLY","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03452879935503","0.0286242254078388","0.4047619047619047","-2.91778181766503","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ORLY\ORLY_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"GILD","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03477869927883148","0.027127785608172417","0.6031746031746031","4.703239788004886","5277","17","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\GILD\GILD_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"IDXX","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03477870300412178","0.027127787470817566","0.6031746031746031","4.703239788004886","5277","17","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\IDXX\IDXX_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"CCEP","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0356928594410419","0.0275316946208477","0.626984126984127","3.351254251252068","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CCEP\CCEP_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"DDOG","target_h1","TFT","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.036242626607418","0.0255886390805244","0.4841269841269841","-0.1598121673697572","1574","17","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\DDOG\DDOG_target_h1_TFT_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"INTC","target_h1","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03630533814430237","0.028620049357414246","0.5317460317460317","1.3163905896716057","5277","22","64","126","15.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\INTC\INTC_target_h1_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"CSCO","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03773537278175354","0.02879149094223976","0.5476190476190477","1.2474789116153508","5277","8","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CSCO\CSCO_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"FTNT","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03775033354759216","0.030565619468688965","0.5793650793650794","4.657192634370236","4048","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\FTNT\FTNT_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"SNPS","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03847886249423027","0.030947115272283554","0.6666666666666666","4.92414619288722","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\SNPS\SNPS_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"TMUS","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03847886249423027","0.030947115272283554","0.6666666666666666","4.92414619288722","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\TMUS\TMUS_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"SHOP","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03847886249423027","0.030947115272283554","0.6666666666666666","4.92414619288722","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\SHOP\SHOP_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"SBUX","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03847886249423027","0.030947115272283554","0.6666666666666666","4.92414619288722","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\SBUX\SBUX_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"FANG","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03872505947947502","0.03118339367210865","0.5238095238095238","0.36576986222946645","3317","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\FANG\FANG_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"MSFT","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03877386450767517","0.029739882797002792","0.5","-0.1677356983047303","5277","22","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MSFT\MSFT_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"AMD","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0390894785523414","0.029409535229206","0.5","1.3240587075178616","5277","8","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\AMD\AMD_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"MAR","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0392658077180385","0.0303766541182994","0.5079365079365079","0.2115910236833162","5277","22","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MAR\MAR_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"GOOG","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.03930949047207832","0.03013795241713524","0.6111111111111112","4.831289853896387","5277","22","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\GOOG\GOOG_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"ABNB","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0398102551698684","0.032572578638792","0.5317460317460317","2.203521348342849","1264","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ABNB\ABNB_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"AMGN","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0399377644062042","0.0305961724370718","0.5634920634920635","3.53066871628093","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\AMGN\AMGN_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"TSLA","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04081303998827934","0.03325540944933891","0.6031746031746031","4.3112925334847585","3896","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\TSLA\TSLA_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"ROST","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04086918756365776","0.029953865334391594","0.5873015873015873","5.151906464025985","5277","22","64","126","15.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ROST\ROST_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"ROP","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04086918756365776","0.029953865334391594","0.5873015873015873","5.151906464025985","5277","22","64","126","15.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ROP\ROP_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"MU","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04251773655414581","0.03408299759030342","0.5396825396825397","2.4129393265962795","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\MU\MU_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"STX","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04296799749135971","0.03479396551847458","0.5158730158730159","1.4782896092964966","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\STX\STX_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"ADI","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0436376817524433","0.0331858918070793","0.5396825396825397","1.243798202777668","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ADI\ADI_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"NVDA","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.043889399617910385","0.03458065167069435","0.5079365079365079","-0.11494777945706305","5277","17","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\NVDA\NVDA_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"CTSH","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04406795650720596","0.03524509817361832","0.5476190476190477","4.188866650175164","5277","22","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CTSH\CTSH_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"QCOM","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0442420653998851","0.0350189581513404","0.5","0.832335092197701","5277","22","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\QCOM\QCOM_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"TXN","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0444078966975212","0.0334820970892906","0.5079365079365079","0.820932482391219","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\TXN\TXN_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"VRTX","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0444078966975212","0.0334820970892906","0.5079365079365079","0.820932482391219","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\VRTX\VRTX_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"VRSK","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0444078966975212","0.0334820970892906","0.5079365079365079","0.820932482391219","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\VRSK\VRSK_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"REGN","target_h5","MambaStock","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_MambaStock_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0447861105203628","0.0346014015376567","0.5396825396825397","2.7132965253763186","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\REGN\REGN_target_h5_MambaStock_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"AMZN","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0459101237356662","0.0333237722516059","0.5317460317460317","1.3135061841911897","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\AMZN\AMZN_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"MSTR","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04708848148584366","0.038376420736312866","0.4444444444444444","-2.0415018556045212","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\MSTR\MSTR_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"TTWO","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.047416120767593384","0.033182937651872635","0.4523809523809524","-0.19882652312349666","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\TTWO\TTWO_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"ALNY","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0474749654531478","0.0371839255094528","0.6111111111111112","3.415921347079609","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ALNY\ALNY_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"ADBE","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0474749654531478","0.0371839255094528","0.6111111111111112","3.415921347079609","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ADBE\ADBE_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"GOOGL","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04747496545314789","0.03718392550945282","0.6111111111111112","3.415921347079609","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\GOOGL\GOOGL_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"ADSK","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.047658123075962","0.0375814028084278","0.5158730158730159","2.069705245415274","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ADSK\ADSK_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"BKNG","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.048236723989248276","0.039514072239398956","0.5158730158730159","1.5702047482099035","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\BKNG\BKNG_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"CDNS","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04894609749317169","0.0373600497841835","0.4444444444444444","-1.2678643046553026","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CDNS\CDNS_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"APP","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0497054047882556","0.0354106687009334","0.5952380952380952","2.1900497999885538","1179","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\APP\APP_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"NXPI","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.04972488060593605","0.03573710098862648","0.6984126984126984","5.223509324007133","3869","8","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\NXPI\NXPI_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"ISRG","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05007065832614899","0.034881770610809326","0.5317460317460317","2.617675667279914","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ISRG\ISRG_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
