target,pipeline,model_c_rmse,model_c_dir_acc,model_c_sharpe,delta_c_vs_d_rmse,delta_c_vs_e_rmse
h1,finbert,0.0081486435787639,0.5666666666666667,0.4987477606501969,0.0004496906684123003,0.0004496906684123003
h1,rag,0.0081486435787639,0.5666666666666667,0.4987477606501969,0.0004496906684123003,0.0004496906684123003
h5,finbert,0.0170163897704569,0.6333333333333333,2.12616262894767,-4.913114317489989e-05,-4.913114317489989e-05
h5,rag,0.0170163897704569,0.6333333333333333,2.12616262894767,-4.913114317489989e-05,-4.913114317489989e-05
