feature_group,best_model_family,lag_window,epochs,patience,rmse,mae,directional_accuracy,sharpe,n_features,n_rows,n_test_total,artifact_path
G1_price_only,ridge,0,120,5,0.020371563069747942,0.013999990871798068,0.5168039774990837,0.5366168392244448,8,2461082,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G1_price_only_ridge_lag0_e120_p5.joblib
G2_price_technical,ridge,0,120,5,0.02037259593854223,0.01400264111187628,0.5162834180570385,0.5363089358091557,17,2461082,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G2_price_technical_ridge_lag0_e120_p5.joblib
G3_plus_panel_breadth,ridge,0,120,5,0.020372442059731266,0.014003521241638728,0.5161718696051716,0.552405112950753,22,2461082,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G3_plus_panel_breadth_ridge_lag0_e120_p5.joblib
